rank,book_name,author,rating_value,rating_count,meta_score_num,number_of_voted_num,book_url,page,Cluster
582.0,"The Kind Worth Killing (Henry Kimball/Lily Kintner, #1)",Peter Swanson,3.96,255676,1200,15,https://www.goodreads.com/book/show/21936809-the-kind-worth-killing,6,3
583.0,Prey,Michael Crichton,3.79,188908,1195,14,https://www.goodreads.com/book/show/83763.Prey,6,0
584.0,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,4.16,2554182,1194,16,https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,6,3
585.0,Wanted: An Honest Man (Lindsey Lark #1),Cricket Rohman,4.38,719,1193,14,https://www.goodreads.com/book/show/30409158-wanted,6,1
586.0,The Beagle and the Hare,Kevin Moccia,4.39,252,1192,13,https://www.goodreads.com/book/show/49024964-the-beagle-and-the-hare,6,1
587.0,"Hopeless (Hopeless, #1)",Colleen Hoover,4.22,702728,1191,14,https://www.goodreads.com/book/show/62967897-hopeless,6,3
588.0,"If I Stay (If I Stay, #1)",Gayle Forman,3.91,979719,1190,15,https://www.goodreads.com/book/show/4374400-if-i-stay,6,3
589.0,Back To You,Steve Bates,4.24,2998,1188,13,https://www.goodreads.com/book/show/56468461-back-to-you,6,1
590.0,"When the Wind Blows (When the Wind Blows, #1)",James Patterson,3.95,56887,1187,13,https://www.goodreads.com/book/show/13162.When_the_Wind_Blows,6,3
591.0,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,4.12,426195,1186,16,https://www.goodreads.com/book/show/2248573.Brisingr,6,3
591.0,The Handler (Nick Reagan #1),Jeffrey S. Stephens,4.31,654,1186,14,https://www.goodreads.com/book/show/60701413-the-handler,6,1
593.0,The Last Sunset,March Lions,4.34,1047,1181,13,https://www.goodreads.com/book/show/64393625-the-last-sunset,6,1
594.0,Of Mice and Men,John Steinbeck,3.9,2945510,1179,17,https://www.goodreads.com/book/show/890.Of_Mice_and_Men,6,3
595.0,"The Outsider (Holly Gibney, #1)",Stephen King,4.02,399727,1178,14,https://www.goodreads.com/book/show/36124936-the-outsider,6,3
596.0,The 120 Days of Sodom: A Classic of Extreme French Literature,Marquis de Sade,3.05,15612,1177,14,https://www.goodreads.com/book/show/6351885-the-120-days-of-sodom,6,0
597.0,The Bachman Books,Richard Bachman,4.15,76366,1175,14,https://www.goodreads.com/book/show/10617.The_Bachman_Books,6,3
598.0,The Cement Garden,Ian McEwan,3.53,36836,1170,14,https://www.goodreads.com/book/show/9957.The_Cement_Garden,6,0
598.0,"The Lincoln Lawyer (The Lincoln Lawyer, #1; Harry Bosch Universe, #16)",Michael Connelly,4.23,265375,1170,15,https://www.goodreads.com/book/show/40612032-the-lincoln-lawyer,6,3
600.0,Storm Surge: Book Two of the Stormsong Trilogy,Stephen A. Reger,4.37,199,1168,13,https://www.goodreads.com/book/show/201264471-storm-surge,6,1
601.0,"Delirium (Delirium, #1)",Lauren Oliver,3.95,482117,1167,15,https://www.goodreads.com/book/show/11614718-delirium,7,3
602.0,Perfect Match,Jodi Picoult,3.98,86803,1166,13,https://www.goodreads.com/book/show/111180.Perfect_Match,7,3
603.0,The Shack: Where Tragedy Confronts Eternity,William Paul Young,3.84,705341,1164,14,https://www.goodreads.com/book/show/40874325-the-shack,7,0
603.0,A Particular Man,Lesley Glaister,4.38,536,1164,14,https://www.goodreads.com/book/show/212083184-a-particular-man,7,1
605.0,"Hex Hall (Hex Hall, #1)",Rachel Hawkins,3.92,144232,1162,14,https://www.goodreads.com/book/show/5287473-hex-hall,7,3
605.0,Moon Tiger,Penelope Lively,3.92,20520,1162,14,https://www.goodreads.com/book/show/130028.Moon_Tiger,7,0
607.0,Hairspray and Lighter,J. Jupes,4.48,246,1161,13,https://www.goodreads.com/book/show/42941607-hairspray-and-lighter,7,1
607.0,One by One,Ruth Ware,3.72,230127,1161,13,https://www.goodreads.com/book/show/50892433-one-by-one,7,0
609.0,Through God's Eye,Carolyn Cutler Hughes,4.26,638,1158,13,https://www.goodreads.com/book/show/49966944-through-god-s-eye,7,1
609.0,"The Son (The Emperor, the Son and the Thief, #2)",Robert Reid,4.42,252,1158,14,https://www.goodreads.com/book/show/58436763-the-son,7,1
611.0,Tropic of Capricorn,Henry Miller,3.81,21757,1154,14,https://www.goodreads.com/book/show/250.Tropic_of_Capricorn,7,0
611.0,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.0,1864773,1154,14,https://www.goodreads.com/book/show/26032825-the-cruel-prince,7,3
611.0,A Very Bad Thing,J.T. Ellison,4.13,49852,1154,12,https://www.goodreads.com/book/show/202991908-a-very-bad-thing,7,3
614.0,Dead Men's Trousers,Irvine Welsh,4.18,5294,1153,14,https://www.goodreads.com/book/show/35823649-dead-men-s-trousers,7,1
614.0,Mean Spirited,Nick Roberts,4.22,9403,1153,12,https://www.goodreads.com/book/show/204350947-mean-spirited,7,1
616.0,"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,338862,1151,15,https://www.goodreads.com/book/show/22232.Stargirl,7,0
617.0,"The New York Trilogy (New York Trilogy, #1-3)",Paul Auster,3.86,90046,1143,15,https://www.goodreads.com/book/show/431.The_New_York_Trilogy,7,0
618.0,"Missing Wings (Aranysargas, #1)",Andrea Luhman,4.29,2165,1142,13,https://www.goodreads.com/book/show/39925134-missing-wings,7,1
619.0,The Man in the High Castle,Philip K. Dick,3.59,244172,1139,13,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,7,0
620.0,"Naked in Death (In Death, #1)",J.D. Robb,4.13,207815,1138,13,https://www.goodreads.com/book/show/479309.Naked_in_Death,7,3
620.0,"Out of Bounds (Inspector Karen Pirie, #4)",Val McDermid,4.21,14299,1138,12,https://www.goodreads.com/book/show/29101612-out-of-bounds,7,1
622.0,"Storm Front (The Dresden Files, #1)",Jim Butcher,3.97,390824,1137,15,https://www.goodreads.com/book/show/47212.Storm_Front,7,3
623.0,Stage Fright,Diane L. Kowalyshyn,4.44,183,1136,12,https://www.goodreads.com/book/show/63342358-stage-fright,7,1
624.0,The Arbitrator,Max Nowaz,4.23,19109,1134,13,https://www.goodreads.com/book/show/30760409-the-arbitrator,7,3
625.0,Second Glance,Jodi Picoult,3.8,51732,1131,13,https://www.goodreads.com/book/show/10911.Second_Glance,7,0
625.0,"Hollow City (Miss Peregrine's Peculiar Children, #2)",Ransom Riggs,4.07,256329,1131,15,https://www.goodreads.com/book/show/23164983-hollow-city,7,3
627.0,"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum,4.11,183185,1130,14,https://www.goodreads.com/book/show/15769.The_Bourne_Supremacy,7,3
627.0,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,4.33,1153741,1130,15,https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,7,3
629.0,White Light Red Fire,Robert Reid,4.41,1284,1129,12,https://www.goodreads.com/book/show/44654074-white-light-red-fire,7,1
630.0,Love Connection: Romance in the Land of the Rising Sun,John Rachel,4.36,1287,1127,13,https://www.goodreads.com/book/show/60106667-love-connection,7,1
631.0,The Client,John Grisham,4.06,468274,1124,15,https://www.goodreads.com/book/show/5359.The_Client,7,3
631.0,Notes from Underground,Fyodor Dostoevsky,4.16,258295,1124,13,https://www.goodreads.com/book/show/49455.Notes_from_Underground,7,3
633.0,The Bedroom Secrets of the Master Chefs,Irvine Welsh,3.55,7268,1122,13,https://www.goodreads.com/book/show/212534.The_Bedroom_Secrets_of_the_Master_Chefs,7,0
633.0,4 3 2 1,Paul Auster,3.97,39219,1122,13,https://www.goodreads.com/book/show/30244626-4-3-2-1,7,3
635.0,Behind Her Eyes,Sarah Pinborough,3.78,227109,1121,14,https://www.goodreads.com/book/show/28965131-behind-her-eyes,7,0
636.0,Post Office,Charles Bukowski,3.92,143661,1119,13,https://www.goodreads.com/book/show/40409718-post-office,7,3
637.0,Love Auction: Too Risky to Love Again,Sharon Carter,4.31,2558,1117,13,https://www.goodreads.com/book/show/51472786-love-auction,7,1
638.0,Geek Love,Katherine Dunn,3.95,75141,1114,13,https://www.goodreads.com/book/show/13872.Geek_Love,7,3
639.0,The Maidens,Alex Michaelides,3.61,467051,1113,13,https://www.goodreads.com/book/show/45300567-the-maidens,7,0
640.0,"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",Chelsea Cain,3.93,44183,1111,12,https://www.goodreads.com/book/show/657034.Heartsick,7,0
641.0,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.91,404719,1107,17,https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy,7,3
641.0,Walking into Dreams,Steven Decker,4.28,859,1107,13,https://www.goodreads.com/book/show/149275825-walking-into-dreams,7,1
643.0,Timeline,Michael Crichton,3.87,220594,1103,12,https://www.goodreads.com/book/show/7669.Timeline,7,0
644.0,And the Tide Turns,Timothy Dalton,4.02,59,1100,11,https://www.goodreads.com/book/show/24789250-and-the-tide-turns,7,1
644.0,"Broken Promises (Past Imperfect Mystery, #1)",Anne Willow,4.24,2729,1100,12,https://www.goodreads.com/book/show/40121205-broken-promises,7,1
644.0,The Night Begins,Abigail F. Taylor,4.18,85,1100,11,https://www.goodreads.com/book/show/75353427-the-night-begins,7,1
647.0,Big Money: A Global Financial Thriller (Financial Conspiracy Series Book 1),James Hudson,4.03,73,1099,11,https://www.goodreads.com/book/show/53052896-big-money,7,1
648.0,"The Gunslinger (The Dark Tower, #1)",Stephen King,3.9,680444,1093,14,https://www.goodreads.com/book/show/43615.The_Gunslinger,7,3
648.0,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,3.99,388411,1093,13,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,7,3
650.0,Money,Martin Amis,3.7,26505,1090,13,https://www.goodreads.com/book/show/18825.Money,7,0
651.0,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,4.26,231512,1089,14,https://www.goodreads.com/book/show/10967.The_Fiery_Cross,7,3
652.0,The Rules of Attraction,Bret Easton Ellis,3.72,53215,1085,12,https://www.goodreads.com/book/show/9912.The_Rules_of_Attraction,7,0
652.0,Lost and Found,Dawn Chalker,4.42,436,1085,12,https://www.goodreads.com/book/show/223230311-lost-and-found,7,1
654.0,"The Cabinet of Curiosities (Pendergast, #3; Nora Kelly, #0B)",Douglas Preston,4.26,57139,1080,13,https://www.goodreads.com/book/show/39031.The_Cabinet_of_Curiosities,7,3
655.0,"Déjà Dead (Temperance Brennan, #1)",Kathy Reichs,3.87,157617,1079,14,https://www.goodreads.com/book/show/231604.D_j_Dead,7,0
656.0,The Light Between Oceans,M.L. Stedman,4.05,490826,1078,16,https://www.goodreads.com/book/show/13158800-the-light-between-oceans,7,3
656.0,From Manchester to the Arctic,Sheena Billett,4.3,5945,1078,13,https://www.goodreads.com/book/show/75609342-from-manchester-to-the-arctic,7,1
658.0,Me & Emma,Elizabeth Flock,3.91,22382,1077,11,https://www.goodreads.com/book/show/80534.Me_Emma,7,0
659.0,All Your Twisted Secrets,Diana Urban,3.5,24033,1076,11,https://www.goodreads.com/book/show/41443369-all-your-twisted-secrets,7,0
659.0,The Sun Down Motel,Simone St. James,3.99,202997,1076,13,https://www.goodreads.com/book/show/45885644-the-sun-down-motel,7,3
659.0,And Then I Heard the Quiet,Alyssa Hall,4.38,369,1076,12,https://www.goodreads.com/book/show/210301962-and-then-i-heard-the-quiet,7,1
662.0,"Drum Beats, Heart Beats (Dancing Soul Trilogy, #3)",Maria Nhambu,4.29,2664,1075,12,https://www.goodreads.com/book/show/41453422-drum-beats-heart-beats,7,1
663.0,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,4.3,123115,1073,13,https://www.goodreads.com/book/show/34494.The_Wee_Free_Men,7,3
664.0,"Casino Royale (James Bond, #1)",Ian Fleming,3.73,100800,1072,12,https://www.goodreads.com/book/show/3758.Casino_Royale,7,0
665.0,Island of the Blue Dolphins,Scott O'Dell,3.88,355015,1070,13,https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins,7,3
666.0,House of Leaves,Mark Z. Danielewski,4.09,212559,1069,12,https://www.goodreads.com/book/show/24800.House_of_Leaves,7,3
666.0,The Information,Martin Amis,3.6,6640,1069,12,https://www.goodreads.com/book/show/380017.The_Information,7,0
668.0,"The Crown Conspiracy (The Riyria Revelations, #1)",Michael J. Sullivan,4.18,27708,1066,11,https://www.goodreads.com/book/show/4345290-the-crown-conspiracy,7,3
669.0,"The Scorch Trials (The Maze Runner, #2)",James Dashner,3.9,667335,1064,12,https://www.goodreads.com/book/show/7631105-the-scorch-trials,7,3
670.0,The Comfort of Strangers,Ian McEwan,3.39,21789,1063,13,https://www.goodreads.com/book/show/6872.The_Comfort_of_Strangers,7,0
671.0,Harry Styles and the New York Apocalypse,G.B. Hope,3.99,136,1062,11,https://www.goodreads.com/book/show/25777063-harry-styles-and-the-new-york-apocalypse,7,1
671.0,"Red Rising (Red Rising Saga, #1)",Pierce Brown,4.27,970174,1062,12,https://www.goodreads.com/book/show/15839976-red-rising,7,3
671.0,"The Camel Club (The Camel Club, #1)",David Baldacci,4.07,100964,1062,12,https://www.goodreads.com/book/show/15158.The_Camel_Club,7,3
674.0,"C is for Corpse (Kinsey Millhone, #3)",Sue Grafton,3.94,57429,1060,15,https://www.goodreads.com/book/show/89656.C_is_for_Corpse,7,3
675.0,Pygmalion,George Bernard Shaw,3.88,111927,1057,13,https://www.goodreads.com/book/show/7714.Pygmalion,7,0
675.0,The Duke of D.C.: The American Dream,James Allen Moseley,4.31,378,1057,12,https://www.goodreads.com/book/show/182117474-the-duke-of-d-c,7,1
677.0,The Egyptologist,Arthur Phillips,3.27,4190,1056,11,https://www.goodreads.com/book/show/212474.The_Egyptologist,7,0
677.0,Junky,William S. Burroughs,3.84,73603,1056,13,https://www.goodreads.com/book/show/23940.Junky,7,0
679.0,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.37,723016,1055,13,https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,7,3
680.0,"Undone (Will Trent, #3)",Karin Slaughter,4.23,91191,1051,12,https://www.goodreads.com/book/show/5764902-undone,7,3
681.0,"The Godfather (The Godfather, #1)",Mario Puzo,4.4,478093,1049,14,https://www.goodreads.com/book/show/22034.The_Godfather,7,3
682.0,The Lottery,Shirley Jackson,4.03,119234,1048,13,https://www.goodreads.com/book/show/6219656-the-lottery,7,3
682.0,Dark Matter,Blake Crouch,4.13,805805,1048,13,https://www.goodreads.com/book/show/27833670-dark-matter,7,3
682.0,City of Dreams (Danny Ryan #2),Don Winslow,4.02,17594,1048,11,https://www.goodreads.com/book/show/61713802-city-of-dreams,7,3
685.0,The Fever,Megan Abbott,3.1,27183,1047,13,https://www.goodreads.com/book/show/18656036-the-fever,7,0
686.0,Devil's Snare (Witches of Palmetto Point #3),Wendy Wang,4.4,6225,1046,11,https://www.goodreads.com/book/show/35670298-devil-s-snare,7,1
687.0,The Last Prophet,Jeff W. Horton,4.02,116,1045,11,https://www.goodreads.com/book/show/11021735-the-last-prophet,7,1
687.0,Crash,J.G. Ballard,3.66,34492,1045,12,https://www.goodreads.com/book/show/70241.Crash,7,0
689.0,Phenomena: The Lost and Forgotten Children,Susan Tarr,4.12,425,1044,11,https://www.goodreads.com/book/show/20739906-phenomena,7,1
690.0,Sown in Tears: A Historical Novel of Love and Struggle,Beverly Magid,4.32,604,1043,13,https://www.goodreads.com/book/show/190128604-sown-in-tears,7,1
690.0,Growing Up American,Rafael Polo,4.29,802,1043,13,https://www.goodreads.com/book/show/49015231-growing-up-american,7,1
692.0,The Sex Lives of Siamese Twins,Irvine Welsh,3.65,5652,1036,12,https://www.goodreads.com/book/show/18300182-the-sex-lives-of-siamese-twins,7,0
692.0,Narcopolis,Jeet Thayil,3.44,8027,1036,12,https://www.goodreads.com/book/show/12384322-narcopolis,7,0
694.0,"Poison Study (Study, #1)",Maria V. Snyder,4.08,178893,1035,12,https://www.goodreads.com/book/show/60510.Poison_Study,7,3
695.0,Clown Girl,Monica Drake,3.49,5453,1034,12,https://www.goodreads.com/book/show/22286.Clown_Girl,7,0
695.0,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.03,445897,1034,13,https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,7,3
695.0,The Brothers Silver,Marc Jampole,4.24,617,1034,11,https://www.goodreads.com/book/show/57819305-the-brothers-silver,7,1
698.0,Tuck Everlasting,Natalie Babbitt,3.91,302232,1033,13,https://www.goodreads.com/book/show/84981.Tuck_Everlasting,7,3
699.0,Every Five Years (Fix It or Get Out #2),Christine Ardigo,4.39,120,1029,11,https://www.goodreads.com/book/show/22909540-every-five-years,7,1
700.0,The End of the Affair,Graham Greene,3.9,74659,1028,13,https://www.goodreads.com/book/show/29641.The_End_of_the_Affair,7,0
700.0,"Kisscut (Grant County, #2)",Karin Slaughter,4.07,75638,1028,11,https://www.goodreads.com/book/show/21719.Kisscut,8,3
702.0,Almost Transparent Blue,Ryū Murakami,3.28,14321,1020,12,https://www.goodreads.com/book/show/14287.Almost_Transparent_Blue,8,0
702.0,A Gracious Enemy,Michael G. Kramer,4.31,1420,1020,11,https://www.goodreads.com/book/show/49599733-a-gracious-enemy,8,1
704.0,"The Passage (The Passage, #1)",Justin Cronin,4.05,226919,1016,12,https://www.goodreads.com/book/show/6690798-the-passage,8,3
704.0,One Hundred Years of Solitude,Gabriel García Márquez,4.12,1147654,1016,12,https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,8,3
706.0,"Clear and Present Danger (Jack Ryan, #5; Jack Ryan Universe, #6)",Tom Clancy,4.15,145853,1014,13,https://www.goodreads.com/book/show/32669.Clear_and_Present_Danger,8,3
706.0,Pleasant Day,Vera Jane Cook,4.31,1170,1014,11,https://www.goodreads.com/book/show/44575575-pleasant-day,8,1
708.0,Coin Locker Babies,Ryū Murakami,3.79,10083,1010,12,https://www.goodreads.com/book/show/14289.Coin_Locker_Babies,8,0
708.0,The Master and Margarita,Mikhail Bulgakov,4.28,448415,1010,12,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,8,3
708.0,Concrete Island,J.G. Ballard,3.67,10840,1010,12,https://www.goodreads.com/book/show/70251.Concrete_Island,8,0
711.0,Karna's Wheel,Michael Tobert,4.27,413,1009,11,https://www.goodreads.com/book/show/37814690-karna-s-wheel,8,1
712.0,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.42,594714,1008,12,https://www.goodreads.com/book/show/10025305-clockwork-prince,8,3
713.0,Mission: Subhero,Linda Armstrong,4.36,863,1007,11,https://www.goodreads.com/book/show/35508805-mission,8,1
713.0,Full Moon Saturday Night,Mark Barkawitz,4.28,219,1007,11,https://www.goodreads.com/book/show/49204605-full-moon-saturday-night,8,1
715.0,"Supreme Betrayal (Zachary Blake Legal Thriller, #6)",Mark M. Bello,4.32,3748,1006,12,https://www.goodreads.com/book/show/57291787-supreme-betrayal,8,1
716.0,"Elantris (Elantris, #1)",Brandon Sanderson,4.16,371977,1004,11,https://www.goodreads.com/book/show/68427.Elantris,8,3
717.0,"Code Name Verity (Code Name Verity, #1)",Elizabeth Wein,3.99,130863,1003,13,https://www.goodreads.com/book/show/11925514-code-name-verity,8,3
718.0,Arrangement in Black and White,Fred Misurella,4.35,606,1002,11,https://www.goodreads.com/book/show/22354895-arrangement-in-black-and-white,8,1
719.0,The Cask of Amontillado,Edgar Allan Poe,4.07,90581,1000,14,https://www.goodreads.com/book/show/261240.The_Cask_of_Amontillado,8,3
719.0,Life Between Seconds,Douglas Weissman,4.36,306,1000,11,https://www.goodreads.com/book/show/60500337-life-between-seconds,8,1
721.0,"Brownout - 666: A journey through sex, love and violence in the ultimate search",John Richard Spencer,4.37,498,998,11,https://www.goodreads.com/book/show/42849823-brownout---666,8,1
722.0,A Thousand Acres,Jane Smiley,3.83,73952,997,13,https://www.goodreads.com/book/show/41193.A_Thousand_Acres,8,0
723.0,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,4.01,226588,994,12,https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,8,3
723.0,"A Gallery of Mothers (Brathius History, #2)",J.S. Latshaw,4.35,552,994,11,https://www.goodreads.com/book/show/53773619-a-gallery-of-mothers,8,1
723.0,"Africa's Child (Dancing Soul Trilogy, #1)",Maria Nhambu,4.3,3987,994,11,https://www.goodreads.com/book/show/29977617-africa-s-child,8,1
